Datetime, Search terms, Website, Result number, Total results requested, ID number, Title, Date Submitted, Abstract, Downloaded?, FileNamePath, all_authors, all_locations, first_author, firstauthor_location, lastauthor, last_author_location, citations
072020-203224,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,77,200000,363457v1,GWAS of QRS Duration Identifies New Loci Specific to Hispanic/Latino Populations Swenson Hispanic/Latino QRS GWAS,7/6/18,"Background The electrocardiographically quantified QRS duration measures ventricular depolarization and conduction. QRS prolongation has been associated with poor heart failure prognosis and cardiovascular mortality, including sudden death. While previous genome-wide association studies (GWAS) have identified 32 QRS SNPs across 26 loci among European, African, and Asian-descent populations, the genetics of QRS among Hispanics/Latinos has not been previously explored.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/363457v1.pdf,Brenton R. Swenson; Tin Louie; Henry J. Lin; Raú MéndezGiráldez; Jennifer E Below; Cathy C. Laurie; Kathleen F. Kerr; Heather Highland; Timothy A. Thornton; Kelli K. Ryckman; Charles Kooperberg; Elsayed Z. Soliman; Amanda A. Seyerle; Xiuqing Guo; Kent D. Taylor; Jie Yao; Susan R. Heckbert; Dawood Darbar; Lauren E. Petty; Barbara McKnight; Susan Cheng; Natalie A. Bello; Eric A. Whitsel; Craig L. Hanis; Mike A. Nalls; Daniel S. Evans; Jerome I. Rotter; Tamar Sofer; Christy Avery; Nona Sotoodehnia,,Brenton R. Swenson,,Nona Sotoodehnia,,
072020-203003,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,21,200000,362525v2,Dynamics of the Ghrelin/Growth Hormone Secretagogue Receptor System in the Human Heart Before and After Cardiac Transplantation,7/5/18,"Background Currently, the early pre-clinical detection of left ventricular (LV) dysfunction is difficult as biomarkers are not specific for the cardiomyopathic process. The underlying molecular mechanisms leading to heart failure remain elusive, highlighting the need for identification of cardiac-specific markers. The growth hormone secretagogue receptor (GHSR) and its ligand ghrelin are present in cardiac tissue and are known to contribute to myocardial energetics. Here, we examined tissue ghrelin-GHSR levels as specific markers of cardiac dysfunction in patients who underwent cardiac transplantation.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/362525v2.pdf,Rebecca Sullivan; Varinder K Randhawa; Anne Stokes; Derek Wu; Tyler Lalonde; Bob Kiaii; Leonard Luyt; Gerald Wisenberg; Savita Dhanvantari,,Rebecca Sullivan,,Savita Dhanvantari,,
072020-203234,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,81,200000,361824v1,Microtubules provide a viscoelastic resistance to myocyte motion,7/3/18,"Background Microtubules (MT) buckle and bear load during myocyte contraction, a behavior enhanced by post-translational detyrosination. This buckling suggests a spring-like resistance against myocyte shortening, which could store energy and aid myocyte relaxation. Despite this visual suggesting of elastic behavior, the precise mechanical contribution of the cardiac MT network remains to be defined.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/361824v1.pdf,M. A. Caporizzo Ph.D.; C. Y. Chen Ph.D.; A. K. Salomon; K. Bedi Ph.D.; K. B. Margulies M.D; B. L. Prosser Ph.D.,,M. A. Caporizzo Ph.D.,,B. L. Prosser Ph.D.,,
072020-203637,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,174,200000,358101v1,Targeted Reduction of Pathogenic Heteroplasmy Through Binding of G-Quadruplex DNA,6/28/18,"Pathogenic mitochondrial DNA (mtDNA) variants are typically heteroplasmic, with coexistence of variant and wild type genomes. Because heteroplasmy dictates phenotype, the reduction of heteroplasmy is potentially therapeutic. We identified pathogenic variants that increased the potential for formation of non-canonical G-quadruplexes (GQ) within mtDNA. The Leigh Syndrome (LS)-associated mt.10191T>C variant has a high probability of local GQ formation that was enhanced by the variant. Structural studies of mt.10191C-containing oligonucleotides confirmed the formation of GQ, and its interaction with the small molecule GQ-binding agent berberine increased GQ stability. The GQ formed at mt.10191 impeded polymerase processivity, and inhibition was enhanced by the mt.10191C variant. We applied a cyclical treatment of two GQ binding compounds, berberine or RHPS4, to primary fibroblasts from LS patients with heteroplasmic mt.10191T>C mutation. This treatment induced alternating mtDNA depletion and repopulation and was effective in shifting heteroplasmy towards the nonpathogenic allele, leading to an increase in complex I protein levels. This study demonstrates the potential for using small-molecule GQ-binding agents to induce beneficial shifts in mitochondrial heteroplasmy.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/358101v1.pdf,Mansur M. Naeem; Rathena Maheshan; Sheila R. Costford; Brett A. Kaufman; Neal Sondheimer,,Mansur M. Naeem,,Neal Sondheimer,,
072020-203642,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,177,200000,341552v1,Pulling the covers in electronic health records for an association study with self-reported sleep behaviors,6/9/18,"The electronic health record (EHR) contains rich histories of clinical care, but has not traditionally been mined for information related to sleep habits. Here we performed a retrospective EHR study and derived a cohort of 3,652 individuals with self-reported sleep behaviors, documented from visits to the sleep clinic. These individuals were obese (mean body mass index 33.6 kg/m2) and had a high prevalence of sleep apnea (60.5%), however we found sleep behaviors largely concordant with prior prospective cohort studies. In our cohort, average wake time was one hour later and average sleep duration was 40 minutes longer on weekends than on weekdays (p<1·10−12). Sleep duration also varied considerably as a function of age, and tended to be longer in females and in whites. Additionally, through phenome-wide association analyses, we found an association of long weekend sleep with depression, and an unexpectedly large number of associations of long weekday sleep with mental health and neurological disorders (q<0.05). We then sought to replicate previously published genetic associations with morning/evening preference on a subset of our cohort with extant genotyping data (n=555). While those findings did not replicate in our cohort, a polymorphism (rs3754214) in high linkage disequilibrium with a previously published polymorphism near TARS2 was associated with long sleep duration (p<0.01). Collectively, our results highlight the potential of the EHR for uncovering the correlates of human sleep in real-world populations.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/341552v1.pdf,Seth D. Rhoades; Lisa Bastarache; Joshua C. Denny; Jacob J. Hughey,,Seth D. Rhoades,,Jacob J. Hughey,,
072020-203442,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,134,200000,342493v1,Vitamin D and Macrophage Polarization in Epicardial Adipose Tissue of Atherosclerotic Swine,6/8/18,"Vitamin D functions as a potent immunomodulator by interacting with many immune cells however, its role in regulating inflammation in the epicardial adipose tissue (EAT) is unclear. In the EAT of atherosclerotic microswine that were fed with deficient, sufficient or supplemented levels of vitamin D, we evaluated the phenotype of the macrophages. Vitamin D treatment was continued for 12 months and serum 25(OH)D levels were measured regularly. Infiltration of M1/M2 macrophage was investigated by immunostaining for CCR7 and CD206, respectively in conjunction with a pan macrophage marker CD14. Significant difference in the number of CCR7+ cells was observed in the EAT from vitamin D-deficient swine compared to vitamin D-sufficient or -supplemented swine. Expression of CD206 correlated with high levels of serum 25(OH)D indicating a significant increase in M2 macrophages in the EAT of vitamin D-supplemented compared to -deficient swine. These findings suggest that vitamin D-deficiency exacerbates inflammation by increasing pro-inflammatory M1 macrophages, while vitamin D-supplementation attenuates the inflammatory cytokines and promotes M2 macrophages in EAT. This study demonstrates the significance of vitamin D mediated inhibition of macrophage mediated inflammation in the EAT during coronary intervention in addition to its immunomodulatory role. However, additional studies are required to identify the cellular mechanisms that transduce signals between macrophages and smooth muscle cells during restenosis in the presence and absence of vitamin D.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/342493v1.pdf,Palanikumar Gunasekar; Vicki J. Swier; Jonathan P. Fleegel; Chandra S. Boosani; Mohamed M. Radwan; Devendra K. Agrawal,,Palanikumar Gunasekar,,Devendra K. Agrawal,,
072020-203633,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,172,200000,331223v1,A Cell Cycle Switch Dictates Organ Repair and Tissue Growth Responses in The Drosophila Hindgut,5/25/18,"Ploidy-increasing cell cycles drive tissue growth in many developing organs. Such cycles, including endocycles, are increasingly appreciated to drive tissue growth following injury or activated growth signaling in mature organs. In these organs, the regulation and distinct roles of different cell cycles remains unclear. Here, we uncover a programmed switch between cell cycles in the Drosophila hindgut pylorus. Using an acute injury model, we identify mitosis as the response in larval pyloric cells, whereas endocycles occur in adult pyloric cells. By developing a novel genetic method, DEMISE (Dual-Expression-Method-for-Induced-Site-specific-Eradication), we show the cell cycle regulator Fizzy-related dictates the decision between mitosis and endocycles. After injury, both cycles accurately restore tissue mass and genome content. However, in response to sustained growth signaling, only endocycles preserve epithelial architecture. Our data reveal distinct cell cycle programming in response to similar stimuli in mature vs. developmental states and reveal a tissue-protective role of endocycles.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/331223v1.pdf,Erez Cohen; Scott R Allen; Jessica K Sawyer; Donald T Fox,,Erez Cohen,,Donald T Fox,,
072020-203300,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,92,200000,330985v1,Distinct Patterns of the Autofluorescence of Body Surface: Potential Novel Diagnostic Biomarkers for Stable Coronary Artery Disease and Myocardial Infarction,5/25/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/330985v1.pdf,Xinkai Qu; Yujia Li; Yue Tao; Mingchao Zhang; Danhong Wu; Shaofeng Guan; Wenzheng Han; Weihai Ying,,Xinkai Qu,,Weihai Ying,,
072020-203832,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,217,200000,330332v1,Let-7i-5p regulation of cell morphology and migration through distinct signaling pathways in normal and pathogenic fibroblasts from urethra,5/25/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/330332v1.pdf,"Kaile Zhang MD, PhD; Jun Chen MD; Shukui Zhou MD, PhD; Ranxin Yang MD; Ying Wang MD, PhD; Qiang Fu MD, PhD; Rong Chen MD; Xiaolan Fang PhD",,"Kaile Zhang MD, PhD",,Xiaolan Fang PhD,,
072020-203045,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,38,200000,329474v1,Magnetic resonance imaging of the regenerating neonatal mouse heart,5/25/18,"We present longitudinal magnetic resonance imaging (MRI) of neonatal mouse hearts during the first three weeks following coronary artery ligation to mimic heart attack. We confirm heart regeneration in individual animals injured on post-natal day 1 (P1) while those injured on P7 show the adult response of fibrosis, scarring and impaired heart performance. We document heart growth and development of the principal functional cardiac parameters, and also remodeling during tissue regeneration as compared to fibrosis when imaging repeatedly up to 21 days after myocardial infarction (MI). We reveal compensatory changes in cardiac function with the restoration of tissue and resolution of injury for the P1 cohort and sustained injury responses for the P7 cohort. This study resolves the controversy surrounding neonatal mouse heart regeneration and establishes a functional platform for live capture of the regenerative process and for the future testing of genetic or therapeutic interventions.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/329474v1.pdf,Mala Gunadasa-Rohling; Megan Masters; Mahon L. Maguire; Sean C. Smart; Jürgen E. Schneider; Paul R. Riley,,Mala Gunadasa-Rohling,,Paul R. Riley,,
072020-203216,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,73,200000,084418v4,netDx: Interpretable patient classification using integrated patient similarity networks,5/25/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/084418v4.pdf,Shraddha Pai; Shirley Hui; Ruth Isserlin; Muhammad A Shah; Hussam Kaka; Gary D Bader,,Shraddha Pai,,Gary D Bader,,
072020-203021,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,27,200000,257683v2,Reproducible model development in the Cardiac Electrophysiology Web Lab,5/1/18,"The modelling of the electrophysiology of cardiac cells is one of the most mature areas of systems biology. This extended concentration of research effort brings with it new challenges, foremost among which is that of choosing which of these models is most suitable for addressing a particular scientific question. In a previous paper, we presented our initial work in developing an online resource for the characterisation and comparison of electrophysiological cell models in a wide range of experimental scenarios. In that work, we described how we had developed a novel protocol language that allowed us to separate the details of the mathematical model (the majority of cardiac cell models take the form of ordinary differential equations) from the experimental protocol being simulated. We developed a fully-open online repository (which we termed the Cardiac Electrophysiology Web Lab) which allows users to store and compare the results of applying the same experimental protocol to competing models. In the current paper we describe the most recent and planned extensions of this work, focused on supporting the process of model building from experimental data. We outline the necessary work to develop a machine-readable language to describe the process of inferring parameters from wet lab datasets, and illustrate our approach through a detailed example of fitting a model of the hERG channel using experimental data. We conclude by discussing the future challenges in making further progress in this domain towards our goal of facilitating a fully reproducible approach to the development of cardiac cell models.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/257683v2.pdf,Aidan C. Daly; Michael Clerx; Kylie A. Beattie; Jonathan Cooper; David J. Gavaghan; Gary R. Mirams,,Aidan C. Daly,,Gary R. Mirams,,
072020-203530,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,150,200000,309559v1,Genetic regulatory mechanisms of smooth muscle cells map to coronary artery disease risk loci,4/30/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/309559v1.pdf,Boxiang Liu; Milos Pjanic; Ting Wang; Trieu Nguyen; Michael Gloudemans; Abhiram Rao; Victor G. Castano; Sylvia Nurnberg; Daniel J. Rader; Susannah Elwyn; Erik Ingelsson; Stephen B. Montgomery; Clint L. Miller; Thomas Quertermous,,Boxiang Liu,,Thomas Quertermous,,
072020-203500,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,141,200000,309203v1,Identifying high-priority proteins across the human diseasome using semantic similarity,4/29/18,"Knowledge of “popular proteins” has been a focus of multiple Human Proteome Organization (HUPO) initiatives and can guide the development of proteomics assays targeting important disease pathways. We report here an updated method to identify prioritized protein lists from the research literature, and apply it to catalog lists of important proteins across multiple cell types, sub-anatomical regions, and disease phenotypes of interest. We provide a systematic collection of popular proteins across 10,129 human diseases as defined by the Disease Ontology, 10,642 disease phenotypes defined by Human Phenotype Ontology, and 2,370 cellular pathways defined by Pathway Ontology. This strategy allows instant retrieval of popular proteins across the human “diseasome”, and further allows reverse queries from protein to disease, enabling functional analysis of experimental protein lists using bibliometric annotations.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/309203v1.pdf,Edward Lau; Vidya Venkatraman; Cody T Thomas; Jennifer E Van Eyk; Maggie PY Lam,,Edward Lau,,Maggie PY Lam,,
072020-203847,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,220,200000,212357v4,Efficiently controlling for case-control imbalance and sample relatedness in large-scale genetic association studies,4/24/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/212357v4.pdf,Wei Zhou; Jonas B. Nielsen; Lars G. Fritsche; Rounak Dey; Maiken E. Gabrielsen; Brooke N. Wolford; Jonathon LeFaive; Peter VandeHaar; Sarah A. Gagliano; Aliya Gifford; Lisa A. Bastarache; Wei-Qi Wei; Joshua C. Denny; Maoxuan Lin; Kristian Hveem; Hyun Min Kang; Goncalo R. Abecasis; Cristen J. Willer; Seunggeun Lee,,Wei Zhou,,Seunggeun Lee,,
072020-203105,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,44,200000,302281v1,NDUFAB1 Protects Heart by Coordinating Mitochondrial Respiratory Complex and Supercomplex Assembly,4/16/18,"The impairment of mitochondrial bioenergetics, often coupled with exaggerated reactive oxygen species (ROS) production, is emerging as a common mechanism in diseases of organs with a high demand for energy, such as the heart. Building a more robust cellular powerhouse holds promise for protecting these organs in stressful conditions. Here, we demonstrate that NDUFAB1 (NADH:ubiquinone oxidoreductase subunit AB1), acts as a powerful cardio-protector by enhancing mitochondrial energy biogenesis. In particular, NDUFAB1 coordinates the assembly of respiratory complexes I, II, and III and supercomplexes, conferring greater capacity and efficiency of mitochondrial energy metabolism. Cardiac-specific deletion of Ndufab1 in mice caused progressive dilated cardiomyopathy associated with defective bioenergetics and elevated ROS levels, leading to heart failure and sudden death. In contrast, transgenic overexpression of Ndufab1 effectively enhanced mitochondrial bioenergetics and protected the heart against ischemia-reperfusion injury. Our findings identify NDUFAB1 as a central endogenous regulator of mitochondrial energy and ROS metabolism and thus provide a potential therapeutic target for the treatment of heart failure and other mitochondrial bioenergetics-centered diseases.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/302281v1.pdf,Tingting Hou; Rufeng Zhang; Chongshu Jian; Wanqiu Ding; Yanru Wang; Qi Ma; Xinli Hu; Heping Cheng; Xianhua Wang,,Tingting Hou,,Xianhua Wang,,
072020-203102,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,43,200000,301572v1,Computational assessment of blood flow heterogeneity in dialysis patients’ cardiac ventricles,4/14/18,"Dialysis prolongs life but augments cardiovascular mortality. Imaging data suggests that dialysis increases myocardial blood flow (BF) heterogeneity, but its causes remain poorly understood. A biophysical model of human coronary vasculature was used to explain the imaging observations, and highlight causes of coronary BF heterogeneity.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/301572v1.pdf,Sanjay R Kharche; Aaron So; Fabio Salerno; Ting-Yim Lee; Chris Ellis; Daniel Goldman; C W McIntyre,,Sanjay R Kharche,,C W McIntyre,,
072020-203403,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,119,200000,300905v1,Deleterious genetic variants in NOTCH1 are a major contributor to the incidence of non-syndromic Tetralogy of Fallot,4/13/18,"Aims Familial recurrence studies provide strong evidence for a genetic component to the predisposition to sporadic, non-syndromic Tetralogy of Fallot (TOF), the most common cyanotic congenital heart disease (CHD) phenotype. Rare genetic variants have been identified as important contributors to the risk of CHD, but relatively small numbers of TOF cases have been studied to date. Here, we use whole exome sequencing to assess the prevalence of rare, potentially deleterious variants in candidate genes previously associated with both syndromic and non-syndromic TOF, in the largest cohort of non-syndromic TOF patients reported to date.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/300905v1.pdf,Donna J. Page; Matthieu J. Miossec; Simon G. Williams; Elisavet Fotiou; Richard M. Monaghan; Heather J. Cordell; Louise Sutcliffe; Ana Topf; Mathieu Bourgey; Guillaume Bourque; Robert Eveleigh; Sally L. Dunwoodie; David S. Winlaw; Shoumo Bhattacharya; Jeroen Breckpot; Koenraad Devriendt; Marc Gewillig; David Brook; Kerry Setchfield; Frances A. Bu’Lock; John O’Sullivan; Graham Stuart; Connie Bezzina; Barbara J.M. Mulder; Alex V. Postma; James R. Bentham; Martin Baron; Sanjeev S. Bhaskar; Graeme C. Black; William G. Newman; Kathryn E. Hentges; Mark Lathrop; Mauro Santibanez-Koref; Bernard D. Keavney,,Donna J. Page,,Bernard D. Keavney,,
072020-203612,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,166,200000,292011v1,HDAC11 Suppresses the Thermogenic Program of Adipose Tissue via BRD2,3/30/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/292011v1.pdf,Rushita A. Bagchi; Bradley S. Ferguson; Matthew S. Stratton; Tianjing Hu; Maria A. Cavasin; Lei Sun; Ying-Hsi Lin; Dianxin Liu; Pilar Londono; Kunhua Song; Maria F. Pino; Lauren M. Sparks; Steven R. Smith; Philipp E. Scherer; Sheila Collins; Edward Seto; Timothy A. McKinsey,,Rushita A. Bagchi,,Timothy A. McKinsey,,
072020-203852,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,222,200000,274365v1,Thermoneutrality induces skeletal muscle myopathy via brown adipose tissue in an IRF4- and myostatin-dependent manner,3/2/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/274365v1.pdf,Xingxing Kong; Peng Zhou; Ting Yao; Lawrence Kazak; Danielle Tenen; Anna Lyubetskaya; Brian A. Dawes; Linus Tsai; Barbara B. Kahn; Bruce M. Spiegelman; Tiemin Liu; Evan D. Rosen,,Xingxing Kong,,Evan D. Rosen,,
072020-203113,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,48,200000,262709v2,"Cardiovascular Disease Risk Factor Responses to a Type 2 Diabetes Care Model Including Nutritional Ketosis at One Year: An Open Label, Non-Randomized, Controlled Study",2/15/18,Background,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/262709v2.pdf,Nasir H. Bhanpuri; Sarah J. Hallberg; Paul T. Williams; Amy L. McKenzie; Kevin D. Ballard; Wayne W. Campbell; James P. McCarter; Stephen D. Phinney; Jeff S. Volek,,Nasir H. Bhanpuri,,Jeff S. Volek,,
072020-203227,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,78,200000,242222v2,Listeria monocytogenes InlP interacts with afadin and facilitates basement membrane crossing,2/3/18,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/242222v2.pdf,Cristina Faralla; Effie E. Bastounis; Fabian E. Ortega; Samuel H. Light; Gabrielle Rizzuto; Salvatorre Nocadello; Wayne F. Anderson; Jennifer R. Robbins; Julie A. Theriot; Anna I. Bakardjiev,,Cristina Faralla,,Anna I. Bakardjiev,,
072020-203804,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,207,200000,255901v1,Investigating the shared genetics of non-syndromic cleft lip/palate and facial morphology,1/29/18,"There is increasing evidence that genetic risk variants for non-syndromic cleft lip/palate (nsCL/P) are also associated with normal-range variation in facial morphology. However, previous analyses are mostly limited to candidate SNPs and findings have not been consistently replicated. Here, we used polygenic risk scores (PRS) to test for genetic overlap between nsCL/P and seven biologically relevant facial phenotypes. Where evidence was found of genetic overlap, we used bidirectional Mendelian randomization (MR) to test the hypothesis that genetic liability to nsCL/P is causally related to implicated facial phenotypes. Across 5,804 individuals of European ancestry from two studies, we found strong evidence, using PRS, of genetic overlap between nsCL/P and philtrum width; a 1 S.D. increase in nsCL/P PRS was associated with a 0.10 mm decrease in philtrum width (95% C.I. 0.054, 0.146; P = 0.00002). Follow-up MR analyses supported a causal relationship; genetic variants for nsCL/P homogeneously cause decreased philtrum width. In addition to the primary analysis, we also identified two novel risk loci for philtrum width at 5q22.2 and 7p15.2 in our Genome-wide Association Study (GWAS) of 6,136 individuals. Our results support a liability threshold model of inheritance for nsCL/P, related to abnormalities in development of the philtrum.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/255901v1.pdf,Laurence J Howe; Myoung Keun Lee; Gemma C Sharp; George Davey Smith; Beate St Pourcain; John R Shaffer; Mary L Marazita; Eleanor Feingold; Alexei Zhurov; Evie Stergiakouli; Jonathan Sandy; Stephen Richmond; Seth M Weinberg; Gibran Hemani; Sarah J Lewis,,Laurence J Howe,,Sarah J Lewis,,
072020-203110,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,46,200000,253062v1,Ventricular chamber-specific Pitx2 insufficiency leads to cardiac hypertrophy and arrhythmias,1/26/18,Genome-wide association studies (GWAS) have identified genetic risk variant adjacent to the homeobox transcription factor PITX2 in atrial fibrillation (AF) patients. Experimental studies demonstrated that Pitx2 insufficiency leads to cellular and molecular substrates that increased atrial arrhythmias susceptibility. Pitx2 expression is present not only in the atrial but also in the ventricular myocytes. This study aims to investigate if insufficiency of Pitx2 in the developing and adult ventricular chambers increased susceptibility to ventricular arrhythmias. Conditional Pitx2 loss-offunction ventricular chamber-specific (Mlc2v-Cre) mouse mutants were generated using Cre/loxP technology. Pitx2 insufficiency in the ventricular myocardium leads interventricular septal thickening during cardiogenesis but else mice are viable until adulthood. Adult Mlc2vCre+Pitx2-/- hearts display hypertrophic and dilated ventricular chambers. ECG recordings demonstrated that Mlc2vCre+Pitx2-/- mice display increased QT and QRS intervals. Molecular analyses demonstrate that repolarization but not depolarization is severely impaired in these mutants. Microarrays analysis identified mRNAs and microRNAs altered in Pitx2 ventricular-specific mutants and provide evidences for miR-1 and miR-148 deregulation which in turn modulate Klf4 and distinct ion channel expression linked to cardiac hypertrophy and long QT-like defects. Our data demonstrate that Pitx2 insufficiency play leads to cellular and molecular ventricular remodeling which results in hypertrophic and dilated ventricular chambers and electrophysiological defects resembling long QT syndrome.,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/253062v1.pdf,Ana Chinchilla; Francisco J Esteban; Estefanía Lozano-Velasco; Francisco Hernandez-Torres; Jorge N Dominguez; Amelia E Arànega; Diego Franco,,Ana Chinchilla,,Diego Franco,,
072020-203754,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,203,200000,247999v1,Genetic potential for disease resistance in a critically endangered frog decimated by chytridiomycosis,1/18/18,"Southern corroboree frogs (Pseudophryne corroboree) have been driven to functional extinction in the wild after the emergence of the amphibian fungal pathogen Batrachochytrium dendrobatidis (Bd) in southeastern Australia in the 1980s. This species is currently maintained in a captive assurance colony and is managed to preserve the genetic diversity of the founding populations. However, it is unlikely that self-sustaining wild populations can be re-established unless Bd resistance increases. We performed a Bd-challenge study to investigate the association between genetic variants of the major histocompatibility complex class IA (MHC) and genome-wide single nucleotide polymorphisms (SNPs). We also investigated differences in Bd susceptibility among individuals and populations, and the genetic diversity and population genetic structure of four natural P. corroboree populations. We found several MHC alleles and SNPs associated with Bd infection load and survival, provide evidence of significant structure among populations, and identified population-level differences in the frequency of influential variants. We also detected evidence of positive selection acting on the MHC and a subset of SNPs as well as evidence of high genetic diversity in P. corroboree populations. We suggest that low interbreeding rates may have contributed to the demise of this species by limiting the spread of Bd resistance genes. However, our findings demonstrate that despite dramatic declines there is potential to restore high levels of genetic diversity in P. corroboree. Additionally, we show that there are immunogenetic differences among captive southern corroboree frogs, which could be manipulated to increase disease resistance and mitigate the key threatening process, chytridiomycosis.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/247999v1.pdf,Tiffany A. Kosch; Catarina N. S. Silva; Laura A. Brannelly; Alexandra A. Roberts; Quintin Lau; Lee Berger; Lee F. Skerratt,,Tiffany A. Kosch,,Lee F. Skerratt,,
